Player,Team,Pos,GP,CTR%,K,D,A,KDA,KP,KS%,DTH%,FB%,GD10,XPD10,CSD10,CSPM,CS%P15,DPM,DMG%,EGPM,GOLD%,WPM,WCPM,W%
Bugi,V3 Esports,2,14,0.57,75,20,112,9.40,0.81,0.32,0.19,0.79,423,435,3.1,6.00,0.20,390,0.19,255,0.22,0.58,0.32,0.86
Ceros,DetonatioN FocusMe,3,15,0.50,36,33,79,3.50,0.57,0.18,0.19,0.20,34,-26,-1,8.40,0.26,523,0.28,251,0.23,0.55,0.15,0.53
Cogcog,Rascal Jester,1,14,0.64,34,63,60,1.50,0.67,0.24,0.22,0.14,-116,-199,-2.4,7.10,0.26,468,0.27,221,0.23,0.41,0.13,0.14
Corporal,AXIZ,5,14,0.64,4,45,60,1.40,0.58,0.04,0.20,0.21,-37,-211,-0.6,1.10,0.03,118,0.08,76,0.08,1.68,0.36,0.21
Dasher,Fukuoka SoftBank Hawks gaming,3,15,0.64,46,27,78,4.60,0.80,0.30,0.18,0.13,63,151,7.6,8.90,0.27,486,0.30,262,0.25,0.36,0.19,0.47
Day1,AXIZ,4,6,0.33,13,12,31,3.70,0.70,0.21,0.16,0.00,-83,-105,-7.3,9.10,0.32,356,0.24,274,0.27,0.33,0.27,0.50
Enty,Sengoku Gaming,5,14,0.50,13,24,118,5.50,0.69,0.07,0.21,0.14,-51,101,-4.7,1.10,0.03,143,0.07,104,0.09,1.72,0.44,0.71
Eugeo,Burning Core,3,14,0.29,34,34,109,4.20,0.81,0.19,0.20,0.21,-277,-337,-14.1,6.70,0.21,311,0.17,212,0.21,0.34,0.15,0.43
Evi,DetonatioN FocusMe,1,15,0.29,64,46,65,2.80,0.64,0.32,0.27,0.47,196,159,3,7.10,0.23,446,0.23,249,0.23,0.37,0.15,0.53
Gaeng,DetonatioN FocusMe,5,15,0.43,5,32,125,4.10,0.64,0.03,0.19,0.33,163,59,4.5,1.50,0.04,141,0.08,102,0.09,1.69,0.4,0.53
Gango,Crest Gaming Act,4,14,0.57,56,39,103,4.10,0.79,0.28,0.22,0.21,21,137,2.7,9.00,0.33,610,0.33,300,0.28,0.37,0.26,0.64
Gariaru,AXIZ,3,14,0.43,30,33,47,2.30,0.70,0.27,0.15,0.29,44,7,1.8,8.70,0.28,380,0.27,246,0.26,0.53,0.16,0.21
hachamecha,Rascal Jester,2,14,0.29,24,54,90,2.10,0.81,0.17,0.19,0.29,-166,-305,-6.8,5.10,0.17,262,0.15,171,0.18,0.34,0.51,0.14
Hoglet,AXIZ,2,14,0.50,24,52,62,1.70,0.78,0.22,0.23,0.36,-146,-8,2.8,5.10,0.14,304,0.20,166,0.17,0.42,0.42,0.21
Honey,Fukuoka SoftBank Hawks gaming,4,15,0.29,47,25,84,5.20,0.85,0.30,0.17,0.20,-21,-113,-0.1,10.40,0.38,570,0.35,318,0.31,0.49,0.47,0.47
Nagi,Rascal Jester,5,14,0.29,5,65,85,1.40,0.64,0.04,0.23,0.21,-77,57,0.8,1.00,0.03,154,0.09,80,0.08,1.27,0.29,0.14
Nap,Crest Gaming Act,1,14,0.50,32,34,101,3.90,0.66,0.16,0.20,0.14,-123,-69,-8.5,6.70,0.22,341,0.18,215,0.20,0.4,0.13,0.64
Natsume,AXIZ,1,8,0.25,10,36,14,0.70,0.51,0.21,0.24,0.13,-496,-299,-10.4,6.70,0.24,254,0.19,180,0.21,0.4,0.09,0.00
Once,Burning Core,2,14,0.57,54,41,77,3.20,0.74,0.31,0.24,0.43,108,196,3.5,6.30,0.22,414,0.22,232,0.22,0.35,0.33,0.43
Paz,V3 Esports,1,14,0.43,41,30,111,5.10,0.66,0.18,0.28,0.21,110,128,-0.7,6.90,0.21,454,0.23,245,0.21,0.35,0.1,0.86
Pink,Rascal Jester,3,14,0.57,33,63,58,1.40,0.65,0.23,0.22,0.21,-409,-207,-11.6,6.60,0.20,298,0.18,197,0.21,0.43,0.26,0.14
Pirean,Sengoku Gaming,3,14,0.50,44,26,91,5.20,0.71,0.23,0.22,0.14,197,225,8.7,8.20,0.22,559,0.29,267,0.23,0.4,0.27,0.71
Pooh,Fukuoka SoftBank Hawks gaming,5,15,0.50,12,30,100,3.70,0.72,0.08,0.20,0.07,-27,141,0.1,1.00,0.02,99,0.06,91,0.09,1.4,0.23,0.47
Proud,Burning Core,5,14,0.50,12,24,118,5.40,0.74,0.07,0.14,0.29,-93,-64,0,1.20,0.04,186,0.10,97,0.09,1.76,0.48,0.43
Raina,V3 Esports,5,14,0.57,12,20,145,7.90,0.68,0.05,0.19,0.36,99,-107,-0.9,1.10,0.03,135,0.07,115,0.10,1.32,0.31,0.86
RayFarky,Burning Core,1,14,0.86,36,32,87,3.80,0.70,0.21,0.19,0.29,54,31,-1.2,7.10,0.23,456,0.25,237,0.23,0.38,0.14,0.43
Steal,DetonatioN FocusMe,2,15,0.50,48,43,94,3.30,0.70,0.24,0.25,0.40,130,-50,-0.6,5.30,0.15,271,0.14,195,0.18,0.65,0.52,0.53
Tussle,Fukuoka SoftBank Hawks gaming,2,15,0.71,21,30,89,3.70,0.71,0.14,0.20,0.27,-122,-81,-0.5,5.10,0.13,162,0.10,172,0.16,0.52,0.39,0.47
uinyan,AXIZ,4,8,0.38,11,28,18,1.00,0.62,0.23,0.19,0.25,-157,-158,-7,8.50,0.30,314,0.23,220,0.25,0.37,0.25,0.00
uinyan,AXIZ,1,6,0.83,18,19,22,2.10,0.64,0.29,0.25,0.33,26,-31,5.8,8.00,0.25,401,0.27,267,0.25,0.51,0.16,0.50
Yuhi,Burning Core,4,14,0.36,40,42,73,2.70,0.64,0.23,0.24,0.21,-236,-57,-6.8,8.40,0.31,479,0.26,255,0.25,0.38,0.38,0.43
Yunika,Crest Gaming Act,2,14,0.29,30,33,106,4.10,0.67,0.15,0.19,0.21,-321,-334,-6,4.60,0.15,218,0.12,177,0.17,0.46,0.41,0.64
Yutapon,DetonatioN FocusMe,4,15,0.71,49,19,72,6.40,0.60,0.24,0.11,0.27,4,282,-3.5,9.00,0.32,512,0.27,290,0.27,0.31,0.27,0.53
Yutorimoyashi,Sengoku Gaming,4,14,0.57,41,15,87,8.50,0.68,0.22,0.13,0.14,13,-63,6.6,9.10,0.28,457,0.24,283,0.24,0.39,0.27,0.71
